timesteps,episode_idx,ep_reward,ep_len,event,final_dist,min_dist,sum_r_progress,sum_r_close,sum_r_zem,approx_kl,clip_fraction,entropy_loss,explained_variance,value_loss,policy_gradient_loss,max_action_mag,max_accel_norm,time_to_hit
56746,49,-6522.4386,928,running,195182.078125,inf,0.0,0.0,0.0,0.0015930102672427893,0.00126953125,-2.8632203549146653,0.0410768985748291,336541.48984375,-0.0015972118446370587,0.0,0.0,nan
57728,50,-5548.17251,982,running,82837.171875,inf,0.0,0.0,0.0,0.0014240811578929424,0.00087890625,-2.862463715672493,0.041883885860443115,327537.91875,-0.0019396983581827954,0.0,0.0,nan
58500,51,-6628.300149,772,running,130363.734375,inf,0.0,0.0,0.0,0.0014240811578929424,0.00087890625,-2.862463715672493,0.041883885860443115,327537.91875,-0.0019396983581827954,0.0,0.0,nan
59281,52,-5486.230085,781,running,183656.421875,inf,0.0,0.0,0.0,0.0014240811578929424,0.00087890625,-2.862463715672493,0.041883885860443115,327537.91875,-0.0019396983581827954,0.0,0.0,nan
60190,53,-6087.438425,909,running,67462.109375,inf,0.0,0.0,0.0,0.000526391202583909,0.0,-2.8564900934696196,0.035590946674346924,513546.8802734375,-0.0005526850072783418,0.0,0.0,nan
60890,54,-6484.748476,700,running,172666.25,inf,0.0,0.0,0.0,0.000526391202583909,0.0,-2.8564900934696196,0.035590946674346924,513546.8802734375,-0.0005526850072783418,0.0,0.0,nan
62022,55,-6237.16796,1132,running,126547.7734375,inf,0.0,0.0,0.0,0.0017520522233098745,0.003076171875,-2.855280014872551,0.045685529708862305,359223.6966796875,-0.0021095640084240587,0.0,0.0,nan
62547,56,-6348.483689,525,running,158275.3125,inf,0.0,0.0,0.0,0.0017520522233098745,0.003076171875,-2.855280014872551,0.045685529708862305,359223.6966796875,-0.0021095640084240587,0.0,0.0,nan
63319,57,-5327.301169,772,running,106733.7421875,inf,0.0,0.0,0.0,0.0017520522233098745,0.003076171875,-2.855280014872551,0.045685529708862305,359223.6966796875,-0.0021095640084240587,0.0,0.0,nan
64059,58,-6125.279782,740,running,118185.265625,inf,0.0,0.0,0.0,0.0005050487816333771,0.000146484375,-2.858702203631401,0.036977291107177734,585187.446875,-0.0005243773790425621,0.0,0.0,nan
64957,59,-6409.875713,898,running,182190.34375,inf,0.0,0.0,0.0,0.0005050487816333771,0.000146484375,-2.858702203631401,0.036977291107177734,585187.446875,-0.0005243773790425621,0.0,0.0,nan
65907,60,-5366.784877,950,running,106567.9375,inf,0.0,0.0,0.0,0.0011146817123517394,0.000341796875,-2.859891912341118,0.04960441589355469,346574.9326171875,-0.0011993517677183264,0.0,0.0,nan
66540,61,-5498.587832,633,running,159914.5,inf,0.0,0.0,0.0,0.0011146817123517394,0.000341796875,-2.859891912341118,0.04960441589355469,346574.9326171875,-0.0011993517677183264,0.0,0.0,nan
67279,62,-5363.907479,739,running,149955.53125,inf,0.0,0.0,0.0,0.0011146817123517394,0.000341796875,-2.859891912341118,0.04960441589355469,346574.9326171875,-0.0011993517677183264,0.0,0.0,nan
68165,63,-5411.687419,886,running,125627.09375,inf,0.0,0.0,0.0,0.00033872079802677035,0.0,-2.859214323759079,0.05239671468734741,504621.1916015625,-0.000631469817017205,0.0,0.0,nan
68721,64,-6543.77922,556,running,172093.578125,inf,0.0,0.0,0.0,0.00033872079802677035,0.0,-2.859214323759079,0.05239671468734741,504621.1916015625,-0.000631469817017205,0.0,0.0,nan
69375,65,-4253.51655,654,running,182246.171875,inf,0.0,0.0,0.0,0.00033872079802677035,0.0,-2.859214323759079,0.05239671468734741,504621.1916015625,-0.000631469817017205,0.0,0.0,nan
70249,66,-4507.695645,874,running,112600.9921875,inf,0.0,0.0,0.0,0.0012502858880907297,0.000732421875,-2.868875151872635,0.05334669351577759,524857.141796875,-0.0013148645317414775,0.0,0.0,nan
71014,67,-5869.66344,765,running,65868.96875,inf,0.0,0.0,0.0,0.0012502858880907297,0.000732421875,-2.868875151872635,0.05334669351577759,524857.141796875,-0.0013148645317414775,0.0,0.0,nan
71579,68,-6842.671791,565,running,129163.6171875,inf,0.0,0.0,0.0,0.0012502858880907297,0.000732421875,-2.868875151872635,0.05334669351577759,524857.141796875,-0.0013148645317414775,0.0,0.0,nan
72386,69,-5384.029102,807,running,178666.796875,inf,0.0,0.0,0.0,0.000251524819759652,0.0,-2.8782181590795517,0.047827184200286865,490437.1307617187,-0.0003746613292605616,0.0,0.0,nan
73238,70,-4962.024965,852,running,90975.7265625,inf,0.0,0.0,0.0,0.000251524819759652,0.0,-2.8782181590795517,0.047827184200286865,490437.1307617187,-0.0003746613292605616,0.0,0.0,nan
73819,71,-5630.650501,581,running,128060.8125,inf,0.0,0.0,0.0,0.0004584330599755049,0.0,-2.882242926955223,0.06793344020843506,311143.8643554688,-0.0009816458565182983,0.0,0.0,nan
74444,72,-5270.811076,625,running,86465.8046875,inf,0.0,0.0,0.0,0.0004584330599755049,0.0,-2.882242926955223,0.06793344020843506,311143.8643554688,-0.0009816458565182983,0.0,0.0,nan
75165,73,-6324.954073,721,running,182061.671875,inf,0.0,0.0,0.0,0.0004584330599755049,0.0,-2.882242926955223,0.06793344020843506,311143.8643554688,-0.0009816458565182983,0.0,0.0,nan
76013,74,-4694.107997,848,running,140087.5625,inf,0.0,0.0,0.0,0.0007609297172166407,0.0001953125,-2.87315571308136,0.06172853708267212,472506.4025390625,-0.0013739642192376778,0.0,0.0,nan
77066,75,-5954.833873,1053,running,138113.96875,inf,0.0,0.0,0.0,0.0007609297172166407,0.0001953125,-2.87315571308136,0.06172853708267212,472506.4025390625,-0.0013739642192376778,0.0,0.0,nan
77957,76,-6181.046906,891,running,103460.6953125,inf,0.0,0.0,0.0,0.0005022460827603936,0.0,-2.8585356771945953,0.05819970369338989,299253.2666992188,-0.0004532487480901182,0.0,0.0,nan
78729,77,-6107.996447,772,running,72568.46875,inf,0.0,0.0,0.0,0.0005022460827603936,0.0,-2.8585356771945953,0.05819970369338989,299253.2666992188,-0.0004532487480901182,0.0,0.0,nan
79662,78,-6720.955958,933,running,100702.234375,inf,0.0,0.0,0.0,0.0005022460827603936,0.0,-2.8585356771945953,0.05819970369338989,299253.2666992188,-0.0004532487480901182,0.0,0.0,nan
80406,79,-6394.754047,744,running,92714.65625,inf,0.0,0.0,0.0,0.0023560612462460995,0.004736328125,-2.8569378733634947,0.041457951068878174,512509.4686523437,-0.002857780928025022,0.0,0.0,nan
80980,80,-5504.249621,574,running,110323.1015625,inf,0.0,0.0,0.0,0.0023560612462460995,0.004736328125,-2.8569378733634947,0.041457951068878174,512509.4686523437,-0.002857780928025022,0.0,0.0,nan
81902,81,-7465.207127,922,running,179431.671875,inf,0.0,0.0,0.0,0.0023560612462460995,0.004736328125,-2.8569378733634947,0.041457951068878174,512509.4686523437,-0.002857780928025022,0.0,0.0,nan
82617,82,-4202.589959,715,running,93636.0390625,inf,0.0,0.0,0.0,0.0008464812999591231,0.000146484375,-2.86246380507946,0.027301788330078125,563648.5294921875,-0.001036693318746984,0.0,0.0,nan
83344,83,-6138.857066,727,running,149558.875,inf,0.0,0.0,0.0,0.0008464812999591231,0.000146484375,-2.86246380507946,0.027301788330078125,563648.5294921875,-0.001036693318746984,0.0,0.0,nan
84230,84,-5626.302496,886,running,97386.25,inf,0.0,0.0,0.0,0.0031424767803400755,0.00732421875,-2.861949098110199,0.08069473505020142,304788.6042480469,-0.002651331279776059,0.0,0.0,nan
84828,85,-6555.820014,598,running,85408.1953125,inf,0.0,0.0,0.0,0.0031424767803400755,0.00732421875,-2.861949098110199,0.08069473505020142,304788.6042480469,-0.002651331279776059,0.0,0.0,nan
85448,86,-5631.406907,620,running,186066.0625,inf,0.0,0.0,0.0,0.0031424767803400755,0.00732421875,-2.861949098110199,0.08069473505020142,304788.6042480469,-0.002651331279776059,0.0,0.0,nan
86283,87,-4785.824502,835,running,100471.2734375,inf,0.0,0.0,0.0,0.002423950470983982,0.00244140625,-2.8537002325057985,0.05568474531173706,515951.70390625,-0.002737487190461252,0.0,0.0,nan
87097,88,-6009.165872,814,running,140694.21875,inf,0.0,0.0,0.0,0.002423950470983982,0.00244140625,-2.8537002325057985,0.05568474531173706,515951.70390625,-0.002737487190461252,0.0,0.0,nan
87860,89,-5037.199386,763,running,187891.609375,inf,0.0,0.0,0.0,0.002423950470983982,0.00244140625,-2.8537002325057985,0.05568474531173706,515951.70390625,-0.002737487190461252,0.0,0.0,nan
88626,90,-4451.001795,766,running,88946.0078125,inf,0.0,0.0,0.0,0.0029157332610338926,0.007568359375,-2.8424472510814667,0.06031537055969238,480628.9666015625,-0.003172274405369535,0.0,0.0,nan
89545,91,-6334.310521,919,running,146462.4375,inf,0.0,0.0,0.0,0.0029157332610338926,0.007568359375,-2.8424472510814667,0.06031537055969238,480628.9666015625,-0.003172274405369535,0.0,0.0,nan
90226,92,-4894.21011,681,running,89743.9921875,inf,0.0,0.0,0.0,0.0015454392414540052,0.000390625,-2.8407659858465193,0.06602567434310913,334614.1453125,-0.0010390769253717735,0.0,0.0,nan
90943,93,-6252.854831,717,running,180994.015625,inf,0.0,0.0,0.0,0.0015454392414540052,0.000390625,-2.8407659858465193,0.06602567434310913,334614.1453125,-0.0010390769253717735,0.0,0.0,nan
91947,94,-6710.715711,1004,running,127719.546875,inf,0.0,0.0,0.0,0.0015454392414540052,0.000390625,-2.8407659858465193,0.06602567434310913,334614.1453125,-0.0010390769253717735,0.0,0.0,nan
92644,95,-5244.798433,697,running,81996.78125,inf,0.0,0.0,0.0,0.0006879897555336356,9.765625e-05,-2.8485288679599763,0.046114981174468994,571556.5845703125,-0.0009075523703359067,0.0,0.0,nan
93215,96,-6380.487347,571,running,87481.203125,inf,0.0,0.0,0.0,0.0006879897555336356,9.765625e-05,-2.8485288679599763,0.046114981174468994,571556.5845703125,-0.0009075523703359067,0.0,0.0,nan
93936,97,-5825.52858,721,running,120708.984375,inf,0.0,0.0,0.0,0.0006879897555336356,9.765625e-05,-2.8485288679599763,0.046114981174468994,571556.5845703125,-0.0009075523703359067,0.0,0.0,nan
94578,98,-5949.262169,642,running,199956.609375,inf,0.0,0.0,0.0,0.0012978214072063565,0.0005859375,-2.8529528588056565,0.058272480964660645,466703.72265625,-0.0009539296792354435,0.0,0.0,nan
95379,99,-5099.310629,801,running,77496.25,inf,0.0,0.0,0.0,0.0012978214072063565,0.0005859375,-2.8529528588056565,0.058272480964660645,466703.72265625,-0.0009539296792354435,0.0,0.0,nan
95959,100,-5921.327802,580,running,167259.125,inf,0.0,0.0,0.0,0.0012978214072063565,0.0005859375,-2.8529528588056565,0.058272480964660645,466703.72265625,-0.0009539296792354435,0.0,0.0,nan
96787,101,-4881.250164,828,running,113817.09375,inf,0.0,0.0,0.0,0.0012500372249633074,0.00126953125,-2.8518676817417146,0.06412911415100098,536261.275,-0.0015748839476145803,0.0,0.0,nan
97449,102,-5481.465693,662,running,139913.203125,inf,0.0,0.0,0.0,0.0012500372249633074,0.00126953125,-2.8518676817417146,0.06412911415100098,536261.275,-0.0015748839476145803,0.0,0.0,nan
98287,103,-5634.887971,838,running,99518.0,inf,0.0,0.0,0.0,0.0012500372249633074,0.00126953125,-2.8518676817417146,0.06412911415100098,536261.275,-0.0015748839476145803,0.0,0.0,nan
99049,104,-6098.03099,762,running,144608.90625,inf,0.0,0.0,0.0,0.001566912978887558,0.00146484375,-2.8492924451828,0.06053733825683594,499724.23115234374,-0.0019036723941098898,0.0,0.0,nan
99840,105,-6228.137716,791,running,172658.1875,inf,0.0,0.0,0.0,0.001566912978887558,0.00146484375,-2.8492924451828,0.06053733825683594,499724.23115234374,-0.0019036723941098898,0.0,0.0,nan
1660,1,-4252.906168,1660,running,67128.140625,inf,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,0.0,nan
2629,2,-2799.170382,969,running,193313.328125,inf,0.0,0.0,0.0,0.00618790416046977,0.020068359375,-2.8439973056316377,0.0007919073104858398,15338.67271118164,-0.002094528594170697,0.0,0.0,nan
4260,3,-3560.738524,1631,running,201935.34375,inf,0.0,0.0,0.0,0.005700128152966499,0.017919921875,-2.845204710960388,0.017757952213287354,5862.224758911133,-0.0022035034489817917,0.0,0.0,nan
6225,4,-13823.939502,1965,running,106904.1484375,inf,0.0,0.0,0.0,0.0009050886146724224,9.765625e-05,-2.8409003049135206,0.00850212574005127,22592.423391723634,-0.0008489052444929257,0.0,0.0,nan
7581,5,-3424.893924,1356,running,68266.21875,inf,0.0,0.0,0.0,0.0009050886146724224,9.765625e-05,-2.8409003049135206,0.00850212574005127,22592.423391723634,-0.0008489052444929257,0.0,0.0,nan
8739,6,-3402.494069,1158,running,106896.390625,inf,0.0,0.0,0.0,0.00015546003123745322,0.0,-2.841384634375572,0.0007482767105102539,685296.453100586,-0.0003225950116757303,0.0,0.0,nan
10791,7,-4992.578177,2052,running,70952.0078125,inf,0.0,0.0,0.0,0.008575603365898132,0.0388671875,-2.8453247219324114,0.044870078563690186,7171.705404663086,-0.004387694844626822,0.0,0.0,nan
11984,8,-2969.633026,1193,running,144044.59375,inf,0.0,0.0,0.0,0.008575603365898132,0.0388671875,-2.8453247219324114,0.044870078563690186,7171.705404663086,-0.004387694844626822,0.0,0.0,nan
13449,9,-3589.19582,1465,running,105513.65625,inf,0.0,0.0,0.0,0.001400929526425898,0.000439453125,-2.8540586322546004,0.08036607503890991,10014.352600097656,-0.0011897402364411391,0.0,0.0,nan
15250,10,-4312.885363,1801,running,117259.328125,inf,0.0,0.0,0.0,0.010114699602127075,0.051416015625,-2.862304928898811,0.05169957876205444,12975.007437133789,-0.003506688980269246,0.0,0.0,nan
17049,11,-4182.516933,1799,running,54892.37109375,inf,0.0,0.0,0.0,0.008886486291885376,0.052783203125,-2.8600205004215242,0.07427603006362915,10317.744088745118,-0.0033346872485708447,0.0,0.0,nan
18329,12,-3093.105451,1280,running,154320.890625,inf,0.0,0.0,0.0,0.008886486291885376,0.052783203125,-2.8600205004215242,0.07427603006362915,10317.744088745118,-0.0033346872485708447,0.0,0.0,nan
19398,13,-11237.314032,1069,running,162046.28125,inf,0.0,0.0,0.0,0.008487964048981667,0.043017578125,-2.8579122126102448,0.09394705295562744,12596.346978759766,-0.0039457232123822905,0.0,0.0,nan
21510,14,-14574.754759,2112,running,68717.2265625,inf,0.0,0.0,0.0,0.0006816615932621062,0.0,-2.8652664721012115,0.008131146430969238,558261.6330322266,-0.0009947115642717109,0.0,0.0,nan
22703,15,-3238.444133,1193,running,124823.1171875,inf,0.0,0.0,0.0,0.000757757923565805,0.0,-2.867297503352165,0.0027272701263427734,651278.9338623047,-0.0006929774943273514,0.0,0.0,nan
24066,16,-3102.076422,1363,running,156474.515625,inf,0.0,0.0,0.0,0.000757757923565805,0.0,-2.867297503352165,0.0027272701263427734,651278.9338623047,-0.0006929774943273514,0.0,0.0,nan
25493,17,-3013.803576,1427,running,87796.734375,inf,0.0,0.0,0.0,0.005329626612365246,0.016650390625,-2.8702266305685042,0.18443506956100464,13231.71201171875,-0.003637517738388851,0.0,0.0,nan
26649,18,-2896.044534,1156,running,77985.4609375,inf,0.0,0.0,0.0,0.0028532478027045727,0.0052734375,-2.8690396159887315,0.12369924783706665,12282.458874511718,-0.0024880749959265815,0.0,0.0,nan
27909,19,-3100.34961,1260,running,71439.6328125,inf,0.0,0.0,0.0,0.0028532478027045727,0.0052734375,-2.8690396159887315,0.12369924783706665,12282.458874511718,-0.0024880749959265815,0.0,0.0,nan
28978,20,-2795.598783,1069,running,192439.890625,inf,0.0,0.0,0.0,0.0017892164178192616,0.00068359375,-2.8669893831014632,0.20659881830215454,8647.755499267578,-0.0009508721093880012,0.0,0.0,nan
30653,21,-3187.661067,1675,running,104034.5625,inf,0.0,0.0,0.0,0.0017892164178192616,0.00068359375,-2.8669893831014632,0.20659881830215454,8647.755499267578,-0.0009508721093880012,0.0,0.0,nan
31510,22,-11407.220228,857,running,93454.421875,inf,0.0,0.0,0.0,0.010095810517668724,0.04970703125,-2.870926856994629,0.23104828596115112,13393.937854003907,-0.00515699149982538,0.0,0.0,nan
32656,23,-12385.24234,1146,running,178284.328125,inf,0.0,0.0,0.0,0.010095810517668724,0.04970703125,-2.870926856994629,0.23104828596115112,13393.937854003907,-0.00515699149982538,0.0,0.0,nan
34000,24,-12919.884475,1344,running,139501.421875,inf,0.0,0.0,0.0,0.00045895675430074334,0.0,-2.871042051911354,0.0089607834815979,1156473.61640625,-0.0009065304577234202,0.0,0.0,nan
34990,25,-12648.202255,990,running,95328.90625,inf,0.0,0.0,0.0,0.0007949215942062438,0.000341796875,-2.8716988921165467,0.005961179733276367,718793.3150878906,-0.001201493453118019,0.0,0.0,nan
36531,26,-13319.067115,1541,running,84505.0234375,inf,0.0,0.0,0.0,0.0007949215942062438,0.000341796875,-2.8716988921165467,0.005961179733276367,718793.3150878906,-0.001201493453118019,0.0,0.0,nan
37329,27,-11533.53834,798,running,122372.6796875,inf,0.0,0.0,0.0,0.00010800891323015094,0.0,-2.8714307695627213,0.0076888203620910645,1296320.3578125,-0.00029280051530804484,0.0,0.0,nan
38542,28,-13685.469327,1213,running,83470.2265625,inf,0.0,0.0,0.0,0.00010800891323015094,0.0,-2.8714307695627213,0.0076888203620910645,1296320.3578125,-0.00029280051530804484,0.0,0.0,nan
39553,29,-2648.946523,1011,running,87808.5546875,inf,0.0,0.0,0.0,7.930715219117701e-05,0.0,-2.870440238714218,0.006625771522521973,1250177.7701171874,-0.0002194905871874653,0.0,0.0,nan
40800,30,-12788.611016,1247,running,170055.140625,inf,0.0,0.0,0.0,7.930715219117701e-05,0.0,-2.870440238714218,0.006625771522521973,1250177.7701171874,-0.0002194905871874653,0.0,0.0,nan
42099,31,-12076.963909,1299,running,145747.203125,inf,0.0,0.0,0.0,0.00015143057680688798,0.0,-2.8690405994653703,0.011086583137512207,575653.9439208985,-0.00028832811512984334,0.0,0.0,nan
43146,32,-11587.880865,1047,running,93374.59375,inf,0.0,0.0,0.0,0.0009621812496334314,0.000146484375,-2.870790275931358,0.014419734477996826,623606.3289306641,-0.0012254616391146555,0.0,0.0,nan
44258,33,-12699.482347,1112,running,190959.78125,inf,0.0,0.0,0.0,0.0009621812496334314,0.000146484375,-2.870790275931358,0.014419734477996826,623606.3289306641,-0.0012254616391146555,0.0,0.0,nan
45291,34,-10894.671113,1033,running,116040.6015625,inf,0.0,0.0,0.0,0.001462157117202878,0.000537109375,-2.873147314786911,0.013674914836883545,1195027.622216797,-0.0023469222127459944,0.0,0.0,nan
46544,35,-12531.563122,1253,running,71039.0078125,inf,0.0,0.0,0.0,0.001462157117202878,0.000537109375,-2.873147314786911,0.013674914836883545,1195027.622216797,-0.0023469222127459944,0.0,0.0,nan
47726,36,-2874.185047,1182,running,167060.515625,inf,0.0,0.0,0.0,0.00048364244867116213,0.0,-2.8734691470861433,0.00879126787185669,1270455.43515625,-0.0010113243362866343,0.0,0.0,nan
48818,37,-11442.075518,1092,running,87260.6171875,inf,0.0,0.0,0.0,0.00048364244867116213,0.0,-2.8734691470861433,0.00879126787185669,1270455.43515625,-0.0010113243362866343,0.0,0.0,nan
49674,38,-12413.426513,856,running,86364.9140625,inf,0.0,0.0,0.0,0.0006261570379137993,0.0,-2.879320338368416,0.016621768474578857,589764.7027587891,-0.0006575238279765472,0.0,0.0,nan
50527,39,-11919.327224,853,running,132135.828125,inf,0.0,0.0,0.0,0.0006261570379137993,0.0,-2.879320338368416,0.016621768474578857,589764.7027587891,-0.0006575238279765472,0.0,0.0,nan
51322,40,-10709.597175,795,running,107625.84375,inf,0.0,0.0,0.0,0.0002838287327904254,0.0,-2.8844483345746994,0.013204038143157959,1220438.47265625,-0.00047111916646827014,0.0,0.0,nan
52130,41,-11150.304413,808,running,164471.34375,inf,0.0,0.0,0.0,0.0002838287327904254,0.0,-2.8844483345746994,0.013204038143157959,1220438.47265625,-0.00047111916646827014,0.0,0.0,nan
53094,42,-10801.17319,964,running,101268.234375,inf,0.0,0.0,0.0,0.0002838287327904254,0.0,-2.8844483345746994,0.013204038143157959,1220438.47265625,-0.00047111916646827014,0.0,0.0,nan
54244,43,-12222.590097,1150,running,175303.34375,inf,0.0,0.0,0.0,0.0004359495360404253,0.0,-2.88805438876152,0.018333375453948975,1722506.59765625,-0.0008495434856740757,0.0,0.0,nan
55488,44,-12773.517687,1244,running,144492.171875,inf,0.0,0.0,0.0,0.0010004602372646332,0.00029296875,-2.892071023583412,0.01173776388168335,594401.7463867187,-0.001793866988737136,0.0,0.0,nan
56422,45,-10653.170519,934,running,99568.3984375,inf,0.0,0.0,0.0,0.0010004602372646332,0.00029296875,-2.892071023583412,0.01173776388168335,594401.7463867187,-0.001793866988737136,0.0,0.0,nan
57262,46,-11514.583604,840,running,124495.46875,inf,0.0,0.0,0.0,0.0010004602372646332,0.00029296875,-2.892071023583412,0.01173776388168335,594401.7463867187,-0.001793866988737136,0.0,0.0,nan
57992,47,-10666.528202,730,running,71529.515625,inf,0.0,0.0,0.0,0.0001208402682095766,0.0,-2.89783034324646,0.01699221134185791,1843364.86953125,-0.00040490588289685545,0.0,0.0,nan
58908,48,-11712.219882,916,running,94104.2890625,inf,0.0,0.0,0.0,0.0001208402682095766,0.0,-2.89783034324646,0.01699221134185791,1843364.86953125,-0.00040490588289685545,0.0,0.0,nan
59796,49,-11501.412792,888,running,195182.078125,inf,0.0,0.0,0.0,8.25586321298033e-05,0.0,-2.8998285472393035,0.017954468727111816,1130331.8859375,-0.0001968116732314229,0.0,0.0,nan
60797,50,-10347.909402,1001,running,82837.171875,inf,0.0,0.0,0.0,8.25586321298033e-05,0.0,-2.8998285472393035,0.017954468727111816,1130331.8859375,-0.0001968116732314229,0.0,0.0,nan
62204,51,-2492.266162,1407,running,130363.734375,inf,0.0,0.0,0.0,0.0002562916197348386,0.0,-2.8963019460439683,0.018946826457977295,1142013.9662109376,-0.0006461221739300527,0.0,0.0,nan
62947,52,-10125.081698,743,running,183656.421875,inf,0.0,0.0,0.0,0.0002562916197348386,0.0,-2.8963019460439683,0.018946826457977295,1142013.9662109376,-0.0006461221739300527,0.0,0.0,nan
63724,53,-9874.665959,777,running,67462.109375,inf,0.0,0.0,0.0,0.0025501255877316,0.004296875,-2.894905024766922,0.03142368793487549,531423.5278076172,-0.0026482271146960556,0.0,0.0,nan
64705,54,-2210.938612,981,running,172666.25,inf,0.0,0.0,0.0,0.0025501255877316,0.004296875,-2.894905024766922,0.03142368793487549,531423.5278076172,-0.0026482271146960556,0.0,0.0,nan
66115,55,-12222.444941,1410,running,126547.7734375,inf,0.0,0.0,0.0,0.0024671154096722603,0.00546875,-2.8980692714452743,0.020743250846862793,564363.4676269531,-0.00375477094494272,0.0,0.0,nan
66940,56,-12750.648619,825,running,158275.3125,inf,0.0,0.0,0.0,0.0024671154096722603,0.00546875,-2.8980692714452743,0.020743250846862793,564363.4676269531,-0.00375477094494272,0.0,0.0,nan
68104,57,-11593.96018,1164,running,106733.7421875,inf,0.0,0.0,0.0,0.0006135768489912152,0.0,-2.894269070029259,0.015192568302154541,1376473.0919921875,-0.0013822511857142672,0.0,0.0,nan
69090,58,-11862.38208,986,running,118185.265625,inf,0.0,0.0,0.0,0.0006135768489912152,0.0,-2.894269070029259,0.015192568302154541,1376473.0919921875,-0.0013822511857142672,0.0,0.0,nan
70157,59,-11725.255071,1067,running,182190.34375,inf,0.0,0.0,0.0,0.00031294082873500884,0.0,-2.890077593922615,0.0182000994682312,1183457.4478515624,-0.0005288297397783026,0.0,0.0,nan
71431,60,-12256.1861,1274,running,106567.9375,inf,0.0,0.0,0.0,0.00031294082873500884,0.0,-2.890077593922615,0.0182000994682312,1183457.4478515624,-0.0005288297397783026,0.0,0.0,nan
72586,61,-12451.99818,1155,running,159914.5,inf,0.0,0.0,0.0,0.00046827009646221995,0.0,-2.8903580605983734,0.018057405948638916,1297153.746875,-0.0008455286035314203,0.0,0.0,nan
73682,62,-11234.210499,1096,running,149955.53125,inf,0.0,0.0,0.0,0.00046827009646221995,0.0,-2.8903580605983734,0.018057405948638916,1297153.746875,-0.0008455286035314203,0.0,0.0,nan
74775,63,-11498.412774,1093,running,125627.09375,inf,0.0,0.0,0.0,0.002414094749838114,0.002978515625,-2.8953401267528536,0.018099606037139893,1129670.6814453125,-0.002535237988922745,0.0,0.0,nan
75822,64,-13486.636868,1047,running,172093.578125,inf,0.0,0.0,0.0,0.002520971465855837,0.003662109375,-2.889983889460564,0.023944318294525146,579280.1970703125,-0.0022722336638253183,0.0,0.0,nan
77191,65,-12380.23222,1369,running,182246.171875,inf,0.0,0.0,0.0,0.002520971465855837,0.003662109375,-2.889983889460564,0.023944318294525146,579280.1970703125,-0.0022722336638253183,0.0,0.0,nan
78442,66,-12321.894981,1251,running,112600.9921875,inf,0.0,0.0,0.0,0.0014379157219082117,0.0005859375,-2.8789779037237166,0.024888336658477783,1247650.5181640624,-0.0016242430370766669,0.0,0.0,nan
79721,67,-12338.263205,1279,running,65868.96875,inf,0.0,0.0,0.0,0.0014379157219082117,0.0005859375,-2.8789779037237166,0.024888336658477783,1247650.5181640624,-0.0016242430370766669,0.0,0.0,nan
80674,68,-12441.547373,953,running,129163.6171875,inf,0.0,0.0,0.0,0.0003155728045385331,0.0,-2.8807501643896103,0.01483917236328125,1269078.3115234375,-0.000527733689523302,0.0,0.0,nan
81539,69,-11570.077312,865,running,178666.796875,inf,0.0,0.0,0.0,0.0003155728045385331,0.0,-2.8807501643896103,0.01483917236328125,1269078.3115234375,-0.000527733689523302,0.0,0.0,nan
82660,70,-11305.461898,1121,running,90975.7265625,inf,0.0,0.0,0.0,0.00019537803018465638,0.0,-2.8791658341884614,0.024911165237426758,1186379.53125,-0.0003556947965989821,0.0,0.0,nan
83676,71,-11921.368831,1016,running,128060.8125,inf,0.0,0.0,0.0,0.00019537803018465638,0.0,-2.8791658341884614,0.024911165237426758,1186379.53125,-0.0003556947965989821,0.0,0.0,nan
84879,72,-2478.352306,1203,running,86465.8046875,inf,0.0,0.0,0.0,0.0010638515232130885,0.0,-2.879229173064232,0.022877097129821777,1137185.726171875,-0.0009976259781979025,0.0,0.0,nan
85722,73,-11674.434114,843,running,182061.671875,inf,0.0,0.0,0.0,0.0010638515232130885,0.0,-2.879229173064232,0.022877097129821777,1137185.726171875,-0.0009976259781979025,0.0,0.0,nan
87290,74,-12709.624567,1568,running,140087.5625,inf,0.0,0.0,0.0,0.0006379990954883397,0.0,-2.876749888062477,0.029368817806243896,568196.9395019531,-0.0005262765393126756,0.0,0.0,nan
88706,75,-12597.023644,1416,running,138113.96875,inf,0.0,0.0,0.0,0.00040600606007501483,0.0,-2.875271421670914,0.019916951656341553,666900.5969726562,-0.0006559503293829039,0.0,0.0,nan
90118,76,-3064.298702,1412,running,103460.6953125,inf,0.0,0.0,0.0,0.005382494069635868,0.020849609375,-2.87835208773613,0.01570141315460205,606050.8808105469,-0.004092852934263647,0.0,0.0,nan
91083,77,-11763.669728,965,running,72568.46875,inf,0.0,0.0,0.0,0.005382494069635868,0.020849609375,-2.87835208773613,0.01570141315460205,606050.8808105469,-0.004092852934263647,0.0,0.0,nan
91915,78,-11508.6504,832,running,100702.234375,inf,0.0,0.0,0.0,0.005382494069635868,0.020849609375,-2.87835208773613,0.01570141315460205,606050.8808105469,-0.004092852934263647,0.0,0.0,nan
93230,79,-2859.429131,1315,running,92714.65625,inf,0.0,0.0,0.0,0.0009401937713846564,0.000341796875,-2.885926601290703,0.023989439010620117,1154348.756640625,-0.0012612971215276048,0.0,0.0,nan
94559,80,-2352.359139,1329,running,110323.1015625,inf,0.0,0.0,0.0,0.0031093270517885685,0.00888671875,-2.873755133152008,0.363631010055542,9472.845822143554,-0.0036796537839109077,0.0,0.0,nan
