episode,t,dist,delta_dist,d_ca,delta_dca,omega_mag,v_close,alpha,a_pn_mag,a_acq_mag,a_ideal_mag,w_alpha,w_omega,w_final,mag_exec
0,0.1,37368.22265625,0.0,27322.288370103885,0.0,0.014911342834483558,1062.015653230826,0.48586334469101944,28.56119105049053,192.1308359809849,44.78401870526953,0.12798714911443282,0.7851761437459124,0.10736612942163577,0.12335026264190674
0,0.2,37261.89453125,106.328125,27203.43464679741,118.85372330647442,0.01487037668870792,1062.8750302542956,0.48319022082320545,28.50494310164237,192.4577258961402,44.19957869230623,0.12345601149618421,0.7862303589520288,0.10366265104911908,0.12164483219385147
0,0.30000000000000004,37155.484375,106.41015625,27084.871236855237,118.56340994217317,0.014830366674858745,1063.7057230491405,0.48055806317331273,28.449633731225003,192.78788711476835,43.6296261423026,0.11905727664024507,0.7872583899225533,0.10006094909733378,0.11998176574707031
0,0.4,37048.9921875,106.4921875,26966.588116676012,118.28312017922508,0.01479129201387438,1064.508607158489,0.4779658380415615,28.39526263253534,193.12133626504755,43.0738441519731,0.11478727483550036,0.788260851859938,0.09655855499225935,0.11836016178131104
0,0.5,36942.421875,106.5703125,26848.577737692212,118.01037898379946,0.014753134293630867,1065.2845939640852,0.4754124965102232,28.34182378757425,193.45806873252542,42.53190642603797,0.11064236844576054,0.7892383698586135,0.09315299399351125,0.11677908897399902
0,0.6,36835.77734375,106.64453125,26730.83236289101,117.74537480120125,0.014715873889545622,1066.0345736691927,0.4728970736569597,28.289316016237958,193.79810266433796,42.00351109798846,0.1066191143065418,0.790191505005745,0.08984191737383482,0.11523768305778503
0,0.7,36729.0625,106.71484375,26613.343027321338,117.48933556967313,0.014679490185324178,1066.7593635607902,0.4704185798664281,28.237734626419705,194.14145141320216,41.48834917523192,0.10271408656356375,0.791120844135764,0.0866229627909913,0.11373507976531982
0,0.7999999999999999,36622.27734375,106.78515625,26496.10231081388,117.24071650745827,0.014643966167655672,1067.4598228347058,0.46797600959838714,28.187070493487152,194.48811460307599,40.98610549088176,0.09892389568696423,0.7920269942114709,0.0834937707392176,0.11227035522460938
0,0.8999999999999999,36515.42578125,106.8515625,26379.10176801755,117.00054279632968,0.014609282875916767,1068.136741359203,0.46556846249990963,28.13732195566091,194.83812505502505,40.49649668507948,0.09524537630159982,0.7929104680644469,0.08045213600360687,0.11084266752004623
0,0.9999999999999999,36408.51171875,106.9140625,26262.33709169189,116.76467632565982,0.01457542149125521,1068.7908533984594,0.4631949978410425,28.08848124841701,195.19149628808856,40.019226830972606,0.09167535958373713,0.7937718228733384,0.07749582786294812,0.10945123434066772
0,1.0999999999999999,36301.52734375,106.984375,26145.79667724521,116.5404144466811,0.014542365294885768,1069.422937165157,0.4608547422058888,28.040538913704854,195.54822120548235,39.554012728146134,0.08821083814108582,0.7946116081451537,0.07462272649861151,0.10809523612260818
0,1.2,36194.484375,107.04296875,26029.477088818392,116.31958842681706,0.014510095414379727,1070.0337146714971,0.4585467906585057,27.993490212572922,195.90834524409556,39.10057520789994,0.08484881699108145,0.7954303173702248,0.0718306953185484,0.10677382349967957
0,1.3,36087.38671875,107.09765625,25913.36925905032,116.1078297680724,0.014478596299870593,1070.6238545921249,0.456270288446977,27.94732433367511,196.271866868743,38.65863934656205,0.08158643500904628,0.796228493606692,0.06911769193675646,0.10548622161149979
0,1.4000000000000001,35980.23046875,107.15625,25797.47166383061,115.89759521971064,0.014447846393716341,1071.1940685731597,0.4540244254267175,27.902035043370553,196.6388127123082,38.22794687355686,0.07842095265259133,0.7970065940363336,0.06648175044419263,0.10423172265291214
0,1.5000000000000002,35873.01953125,107.2109375,25681.77109230784,115.70057152276786,0.014417833397962841,1071.7449916917512,0.45180830656780885,27.85760524908834,197.00916837798212,37.808215648084136,0.07534957008707857,0.797765220624035,0.06392084232510296,0.10300952196121216
0,1.6000000000000003,35765.75390625,107.265625,25566.266545529397,115.50454677844391,0.01438853852236484,1072.2772452474971,0.4496211787299713,27.814033323562164,197.38299419029403,37.39921005579754,0.07236974464920977,0.7985047433226068,0.061433124443882325,0.10181892663240433
0,1.7000000000000004,35658.4375,107.31640625,25450.948826558964,115.3177189704329,0.014359945089661442,1072.7915181775975,0.4474622563993992,27.771304409817184,197.76027559689663,37.000676280830874,0.06947894397941524,0.7992256889907998,0.05901675364907981,0.10065919905900955
0,1.8000000000000005,35551.07421875,107.36328125,25335.81487893041,115.13394762855387,0.014332037025470996,1073.2883494042642,0.44533070733970587,27.72940912863193,198.141060361987,36.612364107402094,0.06667463209176244,0.7999285291079101,0.056669863306421556,0.09952965378761292
0,1.9000000000000006,35443.66015625,107.4140625,25220.856857428826,114.95802150158488,0.01430479929076063,1073.7683386990661,0.4432258237898538,27.688335052802636,198.5253434374563,36.234043120843374,0.06395449493630939,0.8006137172281124,0.05439075817738121,0.0984296202659607
0,2.0000000000000004,35336.19921875,107.4609375,25106.07116162081,114.78569580801559,0.014278214622201305,1074.2320142852523,0.44114686108013845,27.648073025753742,198.9131627610486,35.86548509189749,0.06131622377078495,0.8012816785500981,0.05217773097175223,0.09735843539237976
0,2.1000000000000005,35228.6953125,107.50390625,24991.450857944066,114.62030367674379,0.01425227010850143,1074.6799445284737,0.4390930836726864,27.60860745720723,199.3045150033152,35.50645943630779,0.058757577003735406,0.8019328899423193,0.05002911940039427,0.09631544351577759
0,2.2000000000000006,35121.1484375,107.546875,24876.992731255195,114.45812668887083,0.01422694800120879,1075.1126513824051,0.4370638272110858,27.56993192929567,199.699446939277,35.15676158462766,0.05627645492782725,0.8025677188933918,0.04794336327608163,0.0953001081943512
0,2.3000000000000007,35013.5625,107.5859375,24762.688990284612,114.30374097058302,0.014202233648946398,1075.5306476740764,0.43505835594298137,27.53202921598576,200.09795827891563,34.81616727591957,0.05387072269816096,0.8031866486526777,0.045918864592865476,0.09431170672178268
0,2.400000000000001,34905.93359375,107.62890625,24648.535729565705,114.1532607189074,0.014178112555832092,1075.934457064134,0.43307597143690557,27.494887598765004,200.50008348482362,34.484468848931314,0.05153834575059528,0.8037900840485365,0.04395409488459395,0.09334970265626907
0,2.500000000000001,34798.265625,107.66796875,24534.53060633285,114.00512323285511,0.014154570530003492,1076.3245493929576,0.4311160218689147,27.458495702915304,200.9058508465998,34.1614701061372,0.04927739657180079,0.8043784236753215,0.042047605075886806,0.0924135074019432
0,2.600000000000001,34690.5625,107.703125,24420.666252046187,113.864354286663,0.014131592796478425,1076.701376200038,0.42917789679321,27.422841145601538,201.3152736404212,33.84698348364232,0.04708604392444586,0.8049520563648753,0.04019801689341362,0.0915026068687439
0,2.700000000000001,34582.8203125,107.7421875,24306.938667605602,113.7275844405849,0.014109165477532569,1077.065420202938,0.4272609240496569,27.38790974135957,201.7283796736797,33.54081469884223,0.0449624354847585,0.8055113828752685,0.03840392405976552,0.09061647206544876
0,2.800000000000001,34475.046875,107.7734375,24193.344803620847,113.59386398475544,0.014087273187081806,1077.4171187645545,0.4253644867210558,27.353689638787728,202.14520123798846,33.24278431928593,0.04290483079991747,0.8060567799051656,0.03666400501769745,0.08975452929735184
0,2.9000000000000012,34367.234375,107.8125,24079.87770131446,113.46710230638564,0.014065902426303801,1077.7568686125776,0.4234879534417182,27.320164719253928,202.56575048418227,32.952710207659884,0.04091152206525084,0.8065886586821345,0.03497695779675413,0.08891630172729492
0,3.0000000000000013,34259.39453125,107.83984375,23966.536025678797,113.3416756356637,0.014045039149876154,1078.0851133334,0.421630712620531,27.28732131572904,202.9900567874973,32.670420072829174,0.038980871232226856,0.8071073824736735,0.03334152951814617,0.08810126781463623
0,3.1000000000000014,34151.51953125,107.875,23853.31274125,113.22328442879734,0.014024670922619996,1078.4022367377675,0.41979219097501685,27.2551457225985,203.4181413900438,32.39575098286091,0.03711132664985018,0.8076133258562139,0.031756533119428935,0.08730903267860413
0,3.2000000000000015,34043.61328125,107.90625,23740.2064788488,113.10626240120109,0.014004783150849269,1078.7086565246452,0.4179718128035909,27.223625686435366,203.850042937238,32.12854539277835,0.03530137892779434,0.8081068224856718,0.030220808597975487,0.08653906732797623
0,3.3000000000000016,33935.6796875,107.93359375,23627.212484729902,112.99399411889681,0.013985364207503233,1079.004766770946,0.4161690029097365,27.192745471628083,204.28577957666624,31.868646208829862,0.03354956423092396,0.8085882565169795,0.028733228794021407,0.0857909619808197
0,3.4000000000000017,33827.71875,107.9609375,23514.32731195021,112.88517277969368,0.01396639940623584,1079.29091011884,0.4143832346841177,27.162494360861974,204.72539458055508,31.615912215631326,0.03185450950898289,0.8090579385267481,0.027292735224334515,0.08506432920694351
0,3.5000000000000018,33719.73046875,107.98828125,23401.54535046069,112.78196148951974,0.013947875950232879,1079.5674516344864,0.41261393234088317,27.132854267230314,205.16889952444177,31.370192034122017,0.030214837708494664,0.8095162514365465,0.025898261046781824,0.08435872197151184
0,3.600000000000002,33611.71484375,108.015625,23288.86307882314,112.68227163755,0.013929780687878989,1079.8347573596468,0.41086054305792696,27.10381121155153,205.61633376787714,31.1313461939367,0.02862923787882461,0.809963530810476,0.024548788417265502,0.08367371559143066
0,3.700000000000002,33503.671875,108.04296875,23176.28019432424,112.58288449889733,0.013912101030129199,1080.09316412144,0.4091225303561851,27.075350428503224,206.06772991332005,30.899240677530685,0.027096456972050403,0.810400119223589,0.023243343213527473,0.0830090120434761
0,3.800000000000002,33395.60546875,108.06640625,23063.789595619583,112.49059870465862,0.01389482310249567,1080.3430622403375,0.4073994167349809,27.047457398176093,206.52310474338663,30.673752710338448,0.0256153343177066,0.8108263441707052,0.021981024489078987,0.08236417174339294
0,3.900000000000002,33287.515625,108.08984375,22951.39065810194,112.39893751764248,0.013877935738386716,1080.5847097316391,0.40569060954653935,27.020116331707527,206.98251508636292,30.454749476545324,0.024184651327968217,0.8112425626691914,0.020760876722413404,0.0817388966679573
0,4.000000000000002,33179.40234375,108.11328125,22839.079213293804,112.311444808136,0.01386142707530557,1080.8184175387842,0.40399568841154293,26.993313290769304,207.44596975386207,30.242123646270972,0.022803375478759966,0.8116490651006532,0.019582097661046006,0.08113280683755875
0,4.100000000000001,33071.265625,108.13671875,22726.849406362744,112.22980693106001,0.013845282388522414,1081.0445755885548,0.4023141676222562,26.96703421744903,207.9135066364326,30.035764494270776,0.021470455542702358,0.8120461573438236,0.018443864575580223,0.08054566383361816
0,4.200000000000001,32963.109375,108.15625,22614.70050962662,112.14889673612561,0.013829490352416604,1081.263368380189,0.40064545614937636,26.941261362486223,208.38518242652495,29.835550866627127,0.02018479861165223,0.8124342128050449,0.017345315380927588,0.07997709512710571
0,4.300000000000001,32854.9296875,108.1796875,22502.629128929922,112.071380696696,0.013814037361285184,1081.475202896559,0.3989891540474026,26.91597837858273,208.860992902685,29.64138744461024,0.018945500383841532,0.8128135218786818,0.0162857442640185,0.07942680269479752
0,4.4,32746.732421875,108.197265625,22390.631464723625,111.99766420629749,0.013798912301730883,1081.6803161822102,0.39734472781605945,26.89116994460896,209.34100020596273,29.45317080868719,0.017751591956878168,0.8131844285448467,0.015264386610130994,0.07889455556869507
0,4.5,32638.513671875,108.21875,22278.703127601155,111.92833712247011,0.013784101363568065,1081.878987541943,0.39571174388495156,26.866821278711512,209.82523484283598,29.27081245739308,0.0166022165006453,0.813547215789839,0.014280569382691405,0.0783800557255745
0,4.6,32530.2734375,108.240234375,22166.844127841323,111.85899975983193,0.013769593005765718,1082.0715251732358,0.3940896881458497,26.842913329305734,210.31373180631118,29.094216079202674,0.01549649726172039,0.8139022301875775,0.013333599576487531,0.07788306474685669
