episode,t,dist,delta_dist,d_ca,delta_dca,omega_mag,v_close,alpha,a_pn_mag,a_acq_mag,a_ideal_mag,w_alpha,w_omega,w_final,mag_exec
0,0.1,37368.21484375,0.0,27320.672997346737,0.0,0.01490540785378145,1062.1332734684727,0.48586334469101944,31.73465672276725,192.1308359809849,47.55435914515619,0.12798714911443282,0.7851761437459124,0.10736612942163577,0.13050717115402222
0,0.2,37261.859375,106.35546875,27200.225308622852,120.44768872388522,0.01485854503649816,1063.1075950763852,0.48298077729680855,31.663059272238307,192.45812584199282,46.92898686718688,0.1231036988964209,0.7863793960354165,0.10338058401502515,0.1286822259426117
0,0.30000000000000004,37155.4140625,106.4453125,27080.089105109226,120.13620351362624,0.01481267277462168,1064.0505302801785,0.48014184292155704,31.592464160170593,192.7888013333401,46.31907899573684,0.11836749385269825,0.7875549976147498,0.09950755696729381,0.12690287828445435
0,0.4,37048.87890625,106.53515625,26960.253362180927,119.83574292829871,0.01476777216135366,1064.963180434409,0.4773454052881249,31.52286464140508,193.1228311349378,45.72430114527501,0.11377450420337812,0.7887036793805059,0.09574440361451739,0.1251680850982666
0,0.5,36942.25390625,106.625,26840.708536881404,119.54482529952293,0.014723821536256,1065.8464872842012,0.474590388621126,31.45426721777099,193.46026378324038,45.144348934652925,0.10932085784091292,0.789826037262722,0.09208855941421545,0.12347707152366638
0,0.6,36835.54296875,106.7109375,26721.44566714892,119.26286973248352,0.01468079756129244,1066.7014485448146,0.4718757082618407,31.38666692763501,193.80109498837032,44.57890219527129,0.10500272718295035,0.7909227308695718,0.08853746459495637,0.12182885408401489
0,0.7,36728.75,106.79296875,26602.45714512296,118.98852202596026,0.014638681550600332,1067.5289739840134,0.46920023003365857,31.320056048846812,194.1453318626775,44.02763101735545,0.10081627107323511,0.7919944562023777,0.08508851360705753,0.12022247910499573
0,0.7999999999999999,36621.87890625,106.87109375,26483.73234515923,118.72479996372931,0.014597452150702078,1068.3300032111686,0.4665629869824208,31.25443339238131,194.49298880608364,43.4902453335012,0.09675797539873081,0.7930417881341263,0.08173933221951815,0.1186571791768074
0,0.8999999999999999,36514.9296875,106.94921875,26365.266551213426,118.46579394580476,0.01455709021539265,1069.1053556994837,0.46396290443287924,31.189792206068017,194.8440898569926,42.96643181452106,0.09282422221741526,0.7940653630561018,0.0784874303409579,0.11713198572397232
0,0.9999999999999999,36407.90625,107.0234375,26247.046709004742,118.21984220868399,0.01451757396422065,1069.8559566095705,0.46139906714725065,31.126126225352817,195.19862894255544,42.45590755590049,0.08901170043653012,0.7950657576965904,0.07533054139770633,0.1156461238861084
0,1.0999999999999999,36300.80859375,107.09765625,26129.06830864087,117.9784003638706,0.014478885578093783,1070.5825969718671,0.45887037540871894,31.063425962282107,195.55664652018945,41.9583578976742,0.08531688979094133,0.7960436093748358,0.07226619611509734,0.11419868469238281
0,1.2,36193.64453125,107.1640625,26011.322670908263,117.74563773260888,0.014441002434360917,1071.2860615475515,0.4563759674239808,31.001685846907467,195.9181497321676,41.473516013319255,0.08173668794334678,0.7969994527551876,0.06929224365648838,0.11278891563415527
0,1.3,36086.41015625,107.234375,25893.804264973205,117.51840593505767,0.014403907178387906,1071.9671542646438,0.45391481441597253,30.94088924540937,196.28313757576632,41.00107728910679,0.07826781650192759,0.7979339367575048,0.0664063643325797,0.11141593009233475
0,1.4000000000000001,35979.109375,107.30078125,25776.50193766809,117.30232730511489,0.01436758065487626,1072.626560461798,0.4514860605740956,30.881030776616257,196.6516392618616,40.54078319902219,0.07490731059301924,0.7988475758681186,0.06360647025978004,0.11007899045944214
0,1.5000000000000002,35871.74609375,107.36328125,25659.411582273588,117.0903553945027,0.01433200220748626,1073.2650871623227,0.44908877667078634,30.82209723999393,197.0236678157807,40.09235718376146,0.07165216703377346,0.7997409249345875,0.06089041951131152,0.10877728462219238
0,1.6000000000000003,35764.3203125,107.42578125,25542.525847105775,116.88573516781253,0.01429715574645241,1073.8833901894743,0.4467220422971311,30.764075196855828,197.39924299966555,39.65552857350136,0.06849946397899016,0.8006145715682005,0.05825611774939049,0.10751008987426758
0,1.7000000000000004,35656.8359375,107.484375,25425.83854201841,116.68730508736553,0.014263020590788579,1074.4822063204376,0.44438506604642547,30.706956166133622,197.7783859821113,39.230056505725315,0.0654465167799477,0.8014689873033877,0.05570164433960606,0.10627666115760803
0,1.8000000000000005,35549.296875,107.5390625,25309.341735911436,116.49680610697396,0.014229580698240455,1075.062162167419,0.4420769309430819,30.650723666367828,198.1611165045405,38.815675633505414,0.062490540072546875,0.802304752561176,0.05322497798587595,0.10507626086473465
0,1.9000000000000006,35441.6953125,107.6015625,25193.029006862787,116.31272904864818,0.014196815776299944,1075.6238933320326,0.4397968559133547,30.59536758437146,198.54746156135062,38.41215315540619,0.059628989978248885,0.8031223304258059,0.050824277538763424,0.10390821099281311
